country,name,year,format,label,type,genre,style,coverimage
"UK","Power Of Dreams - Never Been To Texas",1990,"Vinyl","Polydor,Polydor","release","Rock","Alternative Rock","https://i.discogs.com/5bZPrzlTDbLrNohbrcjV7RXGAsWG6gE-feeXSHm8Td4/rs:fit/g:sm/q:90/h:450/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU5NTU4/OTktMTUwOTcxMTU2/OS0yNjk4LmpwZWc.jpeg"
"Sweden","Eva Dahlgren - Honungsvargar",1990,"Vinyl","The Record Station,The Record Station,Audiodisc AB,Polar Mastering","release","Electronic,Rock","Soft Rock,Downtempo","https://i.discogs.com/oWG4Q8auAQ2hnya5fQYtLwTDqFOp3CNCwx5xfwIxSx4/rs:fit/g:sm/q:90/h:203/w:200/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNzM1/OS0xMTEwNjI3ODUz/LmpwZw.jpeg"
"US","Papa J. Smoove - Keep Dancin'",1990,"Vinyl","Hittin' Home Records,F.D.L. Publishing,F.D.L. Productions,F.D.L. Productions","release","Hip Hop","","https://i.discogs.com/_taCgAQLvKGrDrEclS7eQTmV5W4VGlHIB6xl75J8mcY/rs:fit/g:sm/q:90/h:478/w:480/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU5Mjk2/NC0xMTM1OTUzNTY0/LmpwZWc.jpeg"
"Germany","Various - Pump Up La Casa (The Ultimate Deep Must) (Long Version Club Mixes)",1990,"Vinyl","Cocco Barbero Music Company,Welt Records,Dum Dum Records,Disques Office,Just'In Distribution,Cocco Barbero Music Company","release","Electronic,Hip Hop","House","https://i.discogs.com/zmPQjGLALspUuOcoGNldRx3XG_EwYbxM-U0ka_JiCZA/rs:fit/g:sm/q:90/h:595/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTcyNzM0/OC0xNTc2MDU5NzAz/LTI0NjYuanBlZw.jpeg"
"Jamaica","Shabba Ranks - Just Reality",1990,"Vinyl","Digital-B,Dynamic Sounds Recording Co. Ltd.,Solo-Graphic Printers Ltd.","release","Reggae","Dancehall","https://i.discogs.com/z8mSUfeyQivrhqb5cjQE8SPwctnGbqMF2_3TZd9MFF0/rs:fit/g:sm/q:90/h:599/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ5Nzky/MDgtMTM4MTE5Mjc5/OC04NjgyLmpwZWc.jpeg"
"US","Contrapunctus - Burning",1990,"Vinyl","Sympathy For The Record Industry,Greasy Pop Records,Bartels St. Studio","release","Rock","Alternative Rock,Garage Rock,Punk","https://i.discogs.com/C726XaB7BymLaXpt205YMKWZ9oNsi3w9HL_ryXa23Sc/rs:fit/g:sm/q:90/h:601/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0MDYw/MDctMTYwOTExNzcx/My0zMTQxLmpwZWc.jpeg"
"UK","Smiley Culture - Can't Stop The Rap",1990,"Vinyl","SBK Records,SBK Records,SBK Records","release","Hip Hop","","https://i.discogs.com/mpSZx6-syIbOLnbX6-tnGuBx6-GeBXUGo3BH_Rz1i90/rs:fit/g:sm/q:90/h:500/w:493/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTk2NTQ3/OC0xMzAwNDYzNjkw/LmpwZWc.jpeg"
"US","Powerhouse (18) - Powerhouse",1990,"Vinyl","New Age Records","release","Rock","Hardcore","https://i.discogs.com/SP9fErekD2PGbWNb0Vta8r8FzQkCc29w1fxPeFRrsS8/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ1MTcx/MDQtMTYyMTM1OTM3/Mi03MTA1LmpwZWc.jpeg"
"Spain","The Game (3) - Under The White Bible Law",1990,"Vinyl","Boy Records","release","Electronic","New Wave,Synth-pop","https://i.discogs.com/AqzYjCnTaOIrLGox7y6zT_lpNCey2n1YHGaZz8ZWrOg/rs:fit/g:sm/q:90/h:550/w:550/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1Njc3/OTItMTM0MzQ5NDI3/MC0zNzMzLmpwZWc.jpeg"
"Canada","Original Canadian Cast*, Andrew Lloyd Webber - Highlights From The Phantom Of The Opera",1990,"Vinyl","Polydor,Polydor,PolyGram Inc.,PolyGram Distribution Inc.,The Really Useful Group PLC,The Really Useful Group PLC,Manta Sound,Manta Sound,Sounds Interchange,Disques SNB Ltée.","release","Stage & Screen","Musical","https://i.discogs.com/hwDgKySwj3JzHe7ZiIHTI1SI9rgsflX5Sz1Ro6--cCo/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTk4MTA2/NTAtMTY2MjU3OTcw/Mi04MjUyLmpwZWc.jpeg"
